,ID,SharePointID,ProjectColor,ProjectName,ProjectType,CreateDate,CreatedBy,PlanStartDate,PlanFinishDate,StatusDate,ProjectDescription,DollarAmount,Status,WorkPerformedFor,RefrenceNumber,ProjectStage,CancelationReason,BuyerName,Hours,SensitivityIndicator,Division_x,SourcingCategory,ActualFinishDate,Unit,SLA,Planned,SolicitationStatus,LastUpdatedBy,LastUpdateDate,LastUpdatedField,CategoryID_x,FedReview,ITComponent,SolicitationNum,Grouping,CommodityCategory,SizeOfSpend,MultiAgency,BusinessProcessImpact,TechChange,PublicSafety,MarketRisk,Sensitivity,Leveragability,BuyerInitials,Score,LevelCalc,Division_y,CategoryID_y
1276,12474,12474,Green,071B4300128 - Nelnet Servicing LLC - Student Financial Aid System,CN,2022-02-04,BronzJ,2022-02-07,2022-04-18,2022-02-07,Add SOW and funding for enhancements,13781.25,CN 9 sent to vendor for signature 2/7/22.,271,GR# 220000000771,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-02-08,,50,No,N/A,MayJ,2022-02-08 08:51:23,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1277,12846,12846,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2022-02-14,BronzJ,2022-02-15,2022-04-26,2022-02-22,Add SOW to convert 2021 tax year program to the 2022 tax year and add funds,542925.0,CN 24 sent to agency for approval.,271,GR# 220000001004,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-02-24,,50,No,N/A,MayJ,2022-02-24 07:40:45,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1278,12863,12863,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2022-02-18,BronzJ,2022-02-22,2022-05-02,2022-03-02,"Add SOW and funding for design, build and SIT/UAT support of new integration of MTO with Business Tax Modernized E-file (MeF) application.",69136.0,CN 25 sent to vendor for signature 3/2,271,GR# 220000001070,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-03-03,,50,No,N/A,MayJ,2022-03-03 08:30:59,", Actual Finish Date, Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1279,12896,12896,Green,210000000604 - Deloitte Consulting LLC - IIT/GAL/COLLECTIONS,CN,2022-02-25,BronzJ,2022-02-28,2022-05-06,2022-03-09,Add SOW and funding.,92520.0,Change Notice 4 sent to avendor for signature 3/9.,271,GR# 220000001125,Complete,0.0,MJ7,,False,IT,"Systems, Financial",2022-03-01,,50,No,N/A,MayJ,2022-03-11 13:10:04,", Project Stage",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1280,12916,12916,Green,Grants System RFP,C-RFP,2022-03-03,BronzJ,2022-03-09,2022-11-22,2022-03-23,RFP for a Grant System,0.0,"External SharePoint has been set up with necessary documents added. Requirements are being coordinated with Rehmann Inc.
Forward meeting to Jen

Next Steps:
-Explaining documents to group on 4/11
-Complete readiness
-RQNIT1
-Kickoff",761,,Active,0.0,SRP,,False,IT,"Systems, Financial",,,180,No,,PlatteS,2022-03-24 10:25:17,", Status",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1281,12924,12924,Green,"RFP - MiCaRS maintenance, support, and minor enhancements",RFP,2022-03-07,weissM,2022-03-07,2022-09-19,2022-03-28,This project is the rebid of the KL&A MiCaRS contract #071B4300022,0.0,Buyer to start working on figuring out agency as well as agency services personnel that will be required to assist in RFP process.,001,,Active,0.0,BS5,200.0,False,IT,"Systems, Financial",,,138,Yes,,samuelb,2022-03-28 09:14:00,", Status Date, Status",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1282,12998,12998,Green,190000001389 - ACCENTURE - SAP maintenance and operational support,CN,2022-03-25,BronzJ,2022-03-28,2022-06-06,2022-03-28,AP Maintenance and Operations Support for SOW 002-2022 - TP-502 DETI E-Payments and add funds,113250.0,"CN 26 sent to agency for approval.
Ad Board not required.",271,GR# 220000001339,Active,0.0,MJ7,,False,IT,"Systems, Financial",,,50,No,N/A,MayJ,2022-03-27 20:02:49,", Status, Status Date",250.0,False,False,,IT Systems and Software,"Systems, Financial",5,5,5,5,1,5,5,5,JAB,41,5,IT,250
1283,3617,3617,Green, Instant Drug Test Kits  ,RFP,2017-07-17,Gibrilm,2017-01-25,2017-09-30,2017-08-17,"RFP to obtain on-site instant drug test kits for MDOC prisoners, parolees and probationers statewide. iTRAC # C20130125-152321.",4000000.0,Contract was previously executed.,472,C20130125-152321,Complete,0.0,BS5,204.0,False,PROF,Alcohol & Drug Testing,2017-08-21,,138,,,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1284,3740,3740,Green,(CN 071B3200139 - Forensic Fluids Laboratories - Addition of Funds),CN,2017-07-17,Gibrilm,2017-06-14,2017-08-17,2017-08-08,"DHHS requests to add $5,999,980 to the contract to cover FY18 expenditures.",,Previously completed,431,C20170612-080157,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2017-08-01,,63,,,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1285,4944,4944,Green,Forensic Fluids  - 071B3200139,CN,2017-08-07,keilenn,2017-08-07,2017-11-02,2017-10-10,"MDHHS requests to extend the contract until August 31, 2019.  The contract value will need to be increased by $6,500,000 to cover services for this time period.",6500000.0,Change notice has been signed by both parties.,431,C20170803-143039,Complete,0.0,BS5,0.0,False,PROF,Alcohol & Drug Testing,2017-10-18,,63,,N/A,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1286,5049,5049,Green,071B3200139 - Forensic Fluids Laboratories,CN,2017-08-29,keilenn,2017-08-29,2017-11-28,2017-09-15,MSP is requesting to be added to this contract during the Oral Fluid Roadside Analysis Pilot program that was signed into law.,9000.0,"Change notice was signed by both parties on 9/14/17, and then was executed.",551,C20170828-110540,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2017-09-14,,63,,,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1287,5058,5058,Green,071B9200054-Siemens Healthcare Diagnostics Inc.,CN,2017-08-30,ToppingJ,2017-08-30,2017-11-29,2017-09-28,This request is made to extend the contract through 12/31/2017. Only the Kent County office is currently under Contract.,0.0,CN 10 signed by both parties received by Contractor. Adboard approved.,472,C20170821-132230,Complete,0.0,MF2,7.0,False,PROF,Alcohol & Drug Testing,2017-09-28,,63,,,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1288,5074,5074,Green,071B9200054-Siemens Healthcare Diagnostics Inc.,CN,2017-09-01,ToppingJ,2017-09-01,2017-12-01,2017-09-01,Chapter 5.7.6 Useful Life Request: This contract provides drug testing machines for the Michigan Department of Corrections. The State is requesting a one year contract extension to extend the useful life of services per Policy 5.7.6,0.0,"Cancelled, as this is a duplicate request of 5058. C20170831-152824 was created to route for Ch. 5 useful life and project was created by accident.",472,C20170831-152824,Canceled,,CE1,7.0,False,PROF,Alcohol & Drug Testing,,,63,,,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1289,5233,5233,Green,Drug Testing Services,RFP,2017-09-11,,2018-07-16,2019-05-31,2019-05-10,"Oral drug screening, training and support to the Michigan Department of Health and Human Services(MDHHS) in all 83 counties.",27318750.0,Contract has been countersigned by the State.,000,C20170428-110627,Complete,0.0,BS5,200.0,True,PROF,Alcohol & Drug Testing,2019-05-14,,138,Yes,Re-Bid,samuelb,2019-12-02 14:23:51,", Actual Finish Date",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1290,5644,5644,Green,071B7700152 - Off-Site Drug Testing,CN,2017-10-18,ToppingJ,2017-10-18,2018-01-17,2017-10-18,"Edit section 11.2 Requirements for Urine Testing to add Buprenorphine (Suboxone) and increase Pricing for Panel A from $9.45 to $10.45 to allow Correctional Facilities to order Panel A, without the $2.00 charge to add Buprenorphine. See attachment.",9.45,"Change Notice 1 - fully executed 11/7/2017
Received a signed copy from Allen on 11/6/2017
Submitted to SIGMA and Posted 11/7/2017",472,180000000041,Complete,0.0,SW2,8.0,False,PROF,Alcohol & Drug Testing,2017-11-07,,63,,N/A,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1291,5769,5769,Green,071B9200054 - Siemens Healthcare - Drug Test Kits,CN,2017-12-26,EdgettC,2017-12-01,2017-12-31,2018-01-02,"Extend Contract 9 months through 9/30/2018 and add $20,000",0.0,Change notice signed and executed.  Complete,472,GR 180000000390,Complete,0.0,VAH,0.0,False,COMM,Alcohol & Drug Testing,2018-01-02,,63,,N/A,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1292,5944,5944,Green,071B3200139 - Forensic Fluids Drug Testing Services,CN,2018-02-06,EdgettC,2018-02-06,2018-05-04,2018-02-07,"requesting change notice increase of $499,999.00 for additional expenditures through the end of FY18 and add updated cutoff levels.",499999.0,Complete and entered into SIGMA.,431,GR 180000000559,Complete,0.0,CK1,8.0,False,PROF,Alcohol & Drug Testing,2018-02-08,,63,,N/A,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1293,7325,7325,Green,071B7700098 - Industrial Laboratories - Equine Drug Testing,CN,2018-05-10,EdgettC,2018-05-10,2018-06-30,2018-05-16,"On April 5, 2018, Hazel Park Raceway closed. Requesting notification be sent to the vendor to let them know of the closure.",0.0,Change notice has been signed by both parties.,270,GR 180000001266,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2018-05-16,0.0,63,,N/A,,,,11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1294,7758,7758,Green,071B7700152 - CN2 - Phamatech - Off-Site Drug Testing Services,CN,2018-08-20,EdgettC,2018-08-20,2018-10-29,2018-09-21,Rcvd COI - executed 9/21/18.,0.0,9/12/18 Sent CN to Vendor for review  and approval awaiting reply.,472,GR 180000001997,Complete,0.0,LS3,8.0,False,PROF,Alcohol & Drug Testing,2018-09-21,0.0,50,No,N/A,SpitzleyL4,2018-09-21 15:56:54,", Actual Finish Date, Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1295,8190,8190,Green,071B3200139 - Forensic Fluids Laboratories - Drug Testing Services,CN,2018-12-04,EdgettC,2018-12-04,2019-02-19,2018-12-06,The amendment requires the drugs on the 10-panel test be revised by removing Methadone from the array and adding Fentanyl. Screen cut-off level will be 1ng/ml and confirmation testing will be at .5ng/ml. No money is being added.,0.0,"Sent to Contractor 12/5/18.
Received Signed Copy on 12/5/2018 
State Signed and Returned Copy on 12/6/2018",391,GR 190000000428,Complete,0.0,SW2,7.0,False,PROF,Alcohol & Drug Testing,2018-12-06,0.0,50,No,N/A,WalterS6,2018-12-06 11:02:48,", Actual Finish Date, Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1296,8193,8193,Green,Utilize option years on Lifeloc contract and update scope,CN,2018-12-07,StevensD6,2018-12-07,2019-01-04,2018-12-14,Utilize option years on Lifeloc contract and update scope,0.0,Sent Change Notice No. 2 for Contractor's signature on 12/13/18.  Change Notice was fully executed on 12/13/18.  Completed.,001,19*522,Complete,0.0,SDC,0.0,False,COMM,Alcohol & Drug Testing,2018-12-14,0.0,50,No,N/A,cieciwas,2018-12-13 11:08:47,", Actual Finish Date, Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1297,8281,8281,Green,071B7700152 - Phamatech - Drug Testing,CN,2019-01-15,EdgettC,2019-01-15,2019-03-27,2019-01-16,"The change notice request is made to add $100,000.00 to the MA for a new amount of $226,726.00.",100000.0,Change notice sent to Contractor for signing.  Received back and countersigned.,472,GR 190000000674,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2019-01-16,0.0,50,No,N/A,samuelb,2019-01-16 15:57:14,", Actual Finish Date, Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1298,8603,8603,Green,071B7700098 - Industrial Labs - Equine Drug (Blood and Urine) Testing,CN,2019-03-19,EdgettC,2019-09-13,2020-02-07,2019-10-07,Exercise 3 option years,0.0,Counter signed change notice sent to Vendor.,270,GR 190000002822,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2019-10-07,0.0,50,Yes,N/A,samuelb,2019-10-07 08:53:29,", Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1299,8615,8615,Green,071B7700151 - First Hospital Labs - Third Party Drug and Alcohol Testing,CN,2019-03-19,EdgettC,2020-03-05,2020-05-31,2020-03-24,"Utilization of 1-1 year option.  Period will be from 6/1/2020 through 5/31/2021.  Additionally, adding funds of $300,000.",300000.0,Complete,000,GR 200000001444,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2020-03-24,0.0,50,Yes,N/A,samuelb,2020-03-24 15:40:42,", Actual Finish Date, Status, Status Date, Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1300,8616,8616,Green,071B7700152 - Phamatech - Off-Site Laboratory Screening and Confirmation Testing,CN,2019-03-19,EdgettC,2020-03-23,2020-06-30,2020-06-09,"This request is made to exercise the first of five option years being exercised. The funding request is to increase the contract by $110,000. The current contract amount is $226,726.00.",110000.0,CN has been signed by both parties.  Insurance accord was approved.,472,GR 200000001418,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2020-06-09,0.0,50,Yes,N/A,samuelb,2020-06-09 09:58:04,", Actual Finish Date, Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1301,8872,8872,Green,190000000690 - Averhealth - Drug Testing,CN,2019-05-28,EdgettC,2019-06-01,2019-08-12,2019-06-07,Urine screening and confirmation cut-off levels to be updated,0.0,CN countersigned.,491,GR 19*1849,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2019-06-07,0.0,50,No,N/A,samuelb,2019-06-07 09:43:25,", Actual Finish Date, Project Stage, Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1302,8940,8940,Green,071B7700185-PECKHAM VOCATIONAL INDUSTRIES INC-ON-SITE ORAL AND URINE DRUG TEST KITS,CN,2019-06-03,Gibrilm,2020-03-25,2020-09-30,2020-07-08,"Original request has changed from exercise the first option year and add $600,000 to the contract with the addition of one-panel oraltox to the addition of $500,000 only.",500000.0,Completed.,472,GR 200000001576,Complete,0.0,BS5,7.0,False,COMM,Alcohol & Drug Testing,2020-07-08,,50,Yes,N/A,samuelb,2020-07-08 08:26:24,", Project Stage, Status Date",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1303,9001,9001,Green,071B9200054-SIEMENS HEALTHCARE DIAGNOSTICS INC-INSTRUMENTED URINE DRUG TEST KITS,CN,2019-06-03,Gibrilm,2019-07-22,2019-09-30,2019-06-03,Planned Change Notice for INSTRUMENTED URINE DRUG TEST KITS,0.0,Cancelled - per MDOC they will be processing under delegated authority,472,,Canceled,5.0,BS5,7.0,False,COMM,Alcohol & Drug Testing,,,50,Yes,N/A,EdgettC,2019-06-12 12:09:07,", Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1304,9036,9036,Green,INSTRUMENTED URINE DRUG TEST KITS,RFP,2019-06-06,Gibrilm,2019-03-15,2019-09-30,2019-06-06,071B9200054- SIEMENS HEALTHCARE DIAGNOSTICS INC,0.0,Cancelled as MDOC indicated they will be issuing in delegated authority,472,,Canceled,5.0,BS5,120.0,False,COMM,Alcohol & Drug Testing,,,138,Yes,Re-Bid,EdgettC,2019-06-12 12:09:48,", Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1305,9186,9186,Green,071B7700185 Peckham Vocational Industries,CN,2019-07-13,riggs,2019-07-08,2019-09-16,2019-07-15,"Reduce the 7-Panel OralTox pricing, with the goal of purchasing all cases at the reduced rate before their expiration dates. Then another change notice will be needed at a later rate to increase the rate back to the current rate.",0.0,"Talking with Steve Rigg, it was determined a CN was not required, rather MDOC could update their DO to Peckham.  MDOC has been informed of this.",472,GR 190000002150,Canceled,5.0,BS5,6.0,False,PROF,Alcohol & Drug Testing,2019-07-15,0.0,50,No,N/A,samuelb,2019-07-15 09:57:20,", Project Stage, Actual Finish Date",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1306,9360,9360,Green,190000000690 - Averhealth - Drug Screening and Confirmation Testing,CN,2019-09-11,EdgettC,2019-09-11,2019-11-20,2019-09-11,Update the Contractor's address,0.0,Has been countersigned and sent to vendor.,491,N/A,Complete,0.0,BS5,4.0,False,PROF,Alcohol & Drug Testing,2019-09-11,0.0,50,No,N/A,samuelb,2019-09-11 15:36:04,", Project Stage",0.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1307,9830,9830,Green,071B7700185 - Peckham - Temporary Price Change,CN,2019-12-04,riggs,2019-12-04,2020-02-19,2019-12-04,This request is to reduce the 7 panel oral tox to a reduced rate.,0.0,Pricing was added but change notice not required.  Noted as administrative change in SIGM (modication tab),472,GR 19*2150,Canceled,3.0,BS5,6.0,False,PROF,Alcohol & Drug Testing,,0.0,50,No,N/A,samuelb,2019-12-06 13:52:17,", Project Stage, Status",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1308,9952,9952,Green,190000000690 - Averhealth - Drug Screening and Confirmation Testing,CN,2020-01-22,EdgettC,2020-01-22,2020-04-01,2020-01-27,The purpose of this amendment is to Name the Contractor Service Manager and the Training Representative as Myke Fowler,0.0,Change notice has been countersigned.,491,GR 200000000507,Complete,0.0,BS5,4.0,False,PROF,Alcohol & Drug Testing,2020-01-27,0.0,50,No,N/A,samuelb,2020-01-27 10:40:12,", Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1309,10234,10234,Green,071B7700151 - First Hospital Labs - Third Party Admin Drug Testing,CN,2020-05-05,EdgettC,2021-03-22,2021-05-31,2021-05-13,Exercise 2 one-year options (2&3 of 5),450000.0,Completed,000,GR 210000001616,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2021-05-13,0.0,50,Yes,N/A,samuelb,2021-05-13 08:26:58,", Actual Finish Date, Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1310,10263,10263,Green,COVID-19 Test Drive Through Operator,C-RFP,2020-05-12,EdgettC,2020-05-12,2020-06-11,2020-06-10,"To expand testing in the State of Michigan with the immediate goal to safely open the State, DHHS is seeking vendor to stand up approximately twenty (20) neighborhood-based testing sites",34166296.0,Contract signed and executed.,491,,Complete,0.0,BS5,50.0,False,PROF,Alcohol & Drug Testing,2020-06-10,0.0,165,No,New Bid,samuelb,2020-06-10 14:16:46,", Project Stage",11.0,False,False,200000001756,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1311,10656,10656,Green,071B7700185 - Peckham - Drug Test Kits,CN,2020-09-16,EdgettC,2020-09-16,2020-11-30,2020-09-16,"This request is to add  add $200,000 to Peckham's drug test kit contract (071B7700185) to allow outstanding payments and additional FY20 orders to be paid.",200000.0,Completed,472,GR 200000002956,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2020-09-21,0.0,50,No,N/A,samuelb,2020-09-21 11:35:04,", Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1312,10909,10909,Green,19*0960 - Avertest - Drug Screening for DHHS,CN,2020-11-18,EdgettC,2020-11-18,2021-02-04,2020-11-23,Change Oral Fluid Cut Off Levels,0.0,Completed.,491,GR 210000000339,Complete,0.0,BS5,4.0,False,PROF,Alcohol & Drug Testing,2020-11-20,0.0,50,No,N/A,samuelb,2020-11-23 15:59:09,", Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
1313,10936,10936,Green,071B7700185 - Peckham - Drug Test Kits,CN,2020-11-20,EdgettC,2020-11-20,2021-02-08,2020-12-15,"This request is to add  add $1,000,000 to Peckham's drug test kit contract (071B7700185) to allow outstanding payments and FY21 orders to be paid.",1000000.0,Completed,472,GR 210000000371,Complete,0.0,BS5,7.0,False,PROF,Alcohol & Drug Testing,2020-12-15,0.0,50,No,N/A,samuelb,2020-12-15 12:06:11,", Project Stage",11.0,False,False,,Health,Alcohol & Drug Testing,4,5,3,3,5,1,3,5,BS5,32,4,PROF,11
